ticker,name,start_date,end_date,add_reason,remove_reason,source,cik
CMCSK,Comcast Corp,2014-12-22,2015-12-15,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
CMVT,Comverse Technology Inc,1999-01-13,2007-02-01,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
COST,Costco,1988-12-31,,Annual Re-ranking,,fmp:nasdaq100,0000909832
CPRT,Copart,2019-12-23,,Annual Re-ranking,,fmp:nasdaq100,0000900075
CPWR,Compuware Corp,1985-01-29,2004-12-20,,Annual Re-ranking,fmp:nasdaq100,
CRWD,CrowdStrike,2021-08-26,,Annual Re-ranking,,fmp:nasdaq100,0001535527
CRWV,"CoreWeave, Inc. Class A Common Stock",2026-06-22,,Quarterly rebalance,,fmp:nasdaq100,0001769628
CSCO,Cisco,2009-06-07,,Annual Re-ranking,,fmp:nasdaq100,0000858877
CSGP,CoStar Group,2019-12-23,2020-07-20,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
CSGP,CoStar Group,2022-12-19,2026-05-17,Annual Re-ranking,CoStar did not meet the minimum monthly weight requirements.,fmp:nasdaq100,
CSX,CSX Corporation,2016-02-22,,Annual Re-ranking,,fmp:nasdaq100,0000277948
CTAS,Cintas,1985-01-31,2011-04-04,,Annual Re-ranking,fmp:nasdaq100,0000723254
CTAS,Cintas,2016-12-09,,Annual Re-ranking,,fmp:nasdaq100,0000723254
CTRX,Catamaran Corp.,2012-12-24,2015-07-29,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
CTSH,Cognizant Technology Solutions Corp,2004-12-29,2026-06-22,Annual Re-ranking,Quarterly rebalance,fmp:nasdaq100,
CTXS,Citrix Systems Inc,1998-01-07,2020-12-21,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DASH,DoorDash,2023-12-18,,Annual Re-ranking,,fmp:nasdaq100,0001792789
DDOG,Datadog,2021-12-20,,Annual Re-ranking,,fmp:nasdaq100,0001561550
DELL,"Dell, Inc.",1985-01-29,2013-10-29,,Annual Re-ranking,fmp:nasdaq100,
DISCA,Discovery Communications Inc Series A,2005-12-19,2008-12-22,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DISCA,Discovery Communications Inc Series A,2012-12-24,2017-12-08,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DISCK,Discovery Communications Series C,2014-12-22,2017-12-08,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DISH,DISH Network Corp,1999-12-20,2010-12-20,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DISH,DISH Network Corp,2013-12-23,2018-07-23,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DLTR,Dollar Tree Inc,2002-06-03,2005-12-19,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DLTR,Dollar Tree Inc,2010-12-20,2024-11-17,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DOCU,DocuSign Inc,2020-06-22,2022-12-19,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DTV,DIRECTV,2008-04-30,2015-07-24,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
DXCM,DexCom,2020-04-20,,Annual Re-ranking,,fmp:nasdaq100,0001093557
EA,Electronic Arts,1985-01-29,2012-12-24,,Annual Re-ranking,fmp:nasdaq100,0000712515
EA,Electronic Arts,2014-12-22,,Annual Re-ranking,,fmp:nasdaq100,0000712515
EBAY,eBay Inc,1999-10-06,2023-12-18,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
ENDP,Endo Int'l plc,2015-12-21,2016-07-18,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
ENPH,Enphase Energy Inc,2022-11-21,2023-12-18,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
EQIX,Equinix Inc,2012-12-24,2015-03-23,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
ERIC,Ericsson Telephone Company,2004-12-20,2007-12-24,Annual Re-ranking,Annual Re-ranking,fmp:nasdaq100,
